taxID,superkingdom,phylum,class,order,family,genus,species
2688955,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Spe_in_unclassified Sporobolomyces
1563,Bacteria,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus orientis
1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus vaginalis
1378,Bacteria,Firmicutes,Bacilli,Bacillales,Fam_Bacillales Family XI. Incertae Sedis,Gemella,Spe_in_Gemella
2877,Eukaryota,Phy_PX clade,Phaeophyceae,Ectocarpales,Fam_in_Ectocarpales,Gen_in_Ectocarpales,Spe_in_Ectocarpales
2886,Eukaryota,Phy_PX clade,Phaeophyceae,Laminariales,Fam_in_Laminariales,Gen_in_Laminariales,Spe_in_Laminariales
35105,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Uronematidae,Gen_in_Uronematidae,Spe_in_Uronematidae
1800,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium chubuense
34384,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Gen_in_Arthrodermataceae,Spe_in_Arthrodermataceae
1411623,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula japonica
2821,Eukaryota,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,Spe_in_Palmaria
2623496,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,Spe_in_unclassified Xanthobacter
296829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Fam_of_environmental samples,Gen_environmental samples,Spe_in_environmental samples
232259,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica
34284,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium turneri
2590020,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas sediminis
133407,Eukaryota,Evosea,Eumycetozoa,Acytosteliales,Acytosteliaceae,Acytostelium,Spe_in_Acytostelium
526652,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium AD249-B8
1839,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Spe_in_Nocardioides
1788,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter terrae
1936081,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp. S2-3
1602,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus alimentarius
35203,Eukaryota,Rhodophyta,Florideophyceae,Plocamiales,Fam_in_Plocamiales,Gen_in_Plocamiales,Spe_in_Plocamiales
1867,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes teichomyceticus
1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gen_in_Yersiniaceae,Spe_in_Yersiniaceae
100225,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermatophilaceae,Austwickia,Austwickia chelonae
3052,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Spe_in_Chlamydomonas
1444770,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella taiwanensis
1912,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hygroscopicus
68295,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Fam_in_Thermoanaerobacterales,Gen_in_Thermoanaerobacterales,Spe_in_Thermoanaerobacterales
231213,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Fam_in_Sporidiobolales,Gen_in_Sporidiobolales,Spe_in_Sporidiobolales
2209,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei
1379159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella jiangningensis
35571,Eukaryota,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Spe_in_Bradysia
34681,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Syritta,Spe_in_Syritta
1869212,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Gen_unclassified Chitinophagaceae,Chitinophagaceae bacterium
34759,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Gen_in_Salpidae,Spe_in_Salpidae
1803865,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira sp. S5
2050,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Spe_in_Mobiluncus
395494,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans
1898,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cacaoi
198037,Eukaryota,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Spe_in_mojavensis species complex
67819,Bacteria,Armatimonadetes,Cla_in_Armatimonadetes,Ord_in_Armatimonadetes,Fam_in_Armatimonadetes,Gen_in_Armatimonadetes,Spe_in_Armatimonadetes
1680,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
35428,Eukaryota,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Gen_in_Mesostigmataceae,Spe_in_Mesostigmataceae
2879,Eukaryota,Phy_PX clade,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Spe_in_Ectocarpus
35086,Eukaryota,Apicomplexa,Conoidasida,Ord_in_Gregarinasina,Fam_in_Gregarinasina,Gen_in_Gregarinasina,Spe_in_Gregarinasina
1350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Spe_in_Enterococcus
198620,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis
2077,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Spe_in_Sporolactobacillus
1182263,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia endosymbiont of Bemisia tabaci
2137,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma apis
1747,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
34084,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Spe_in_Riemerella
1215031,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus thermocopriae
2121,Bacteria,Tenericutes,Cla_of_Mycoplasmoidales,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma orale
1509243,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus Nucleicultrix,Spe_in_Candidatus Nucleicultrix
1799,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium aichiense
1624,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius
1571,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina ureae
263819,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia aleksiciae
165696,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Spe_in_Novosphingobium
1903434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Spe_in_Atlantibacter
3070,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Gen_in_Oocystaceae,Spe_in_Oocystaceae
1552,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium estertheticum
1650,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia zopfii
2751,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum
2074,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia autotrophica
2850,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum
3014,Eukaryota,Phy_PX clade,Phaeophyceae,Fucales,Sargassaceae,Gen_in_Sargassaceae,Spe_in_Sargassaceae
1246681,Eukaryota,Bacillariophyta,Fragilariophyceae,Cyclophorales,Cyclophoraceae,Astrosyne,Spe_in_Astrosyne
2887,Eukaryota,Phy_PX clade,Phaeophyceae,Laminariales,Alariaceae,Gen_in_Alariaceae,Spe_in_Alariaceae
166331,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Spe_in_Onthophagus
2953,Eukaryota,Phy_of_Dinophyceae,Dinophyceae,Gymnodiniales,Fam_in_Gymnodiniales,Gen_in_Gymnodiniales,Spe_in_Gymnodiniales
2231153,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Staurosiraceae,Gen_in_Staurosiraceae,Spe_in_Staurosiraceae
526694,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium SAT52-D2
133901,Eukaryota,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella occidentalis
1865,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Spe_in_Actinoplanes
558415,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Gen_in_Marinilabiliaceae,Spe_in_Marinilabiliaceae
526949,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli
985780,Viruses,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Gen_in_unclassified Mimiviridae,Spe_in_unclassified Mimiviridae
2223,Archaea,Euryarchaeota,Methanomicrobia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii
1476901,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. MIC269
2701,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Spe_in_Gardnerella
1082851,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans
395598,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas reinekei
2624001,Eukaryota,Phy_of_Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Spe_in_unclassified Prorocentrum
1706036,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Spe_in_Gemmatirosa
887700,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter aceti
1827,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Spe_in_Rhodococcus
1534,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri
592316,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. At-9b
526525,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Fam_in_Erysipelotrichales,Gen_in_Erysipelotrichales,Spe_in_Erysipelotrichales
68337,Bacteria,Deferribacteres,Deferribacteres,Ord_in_Deferribacteres,Fam_in_Deferribacteres,Gen_in_Deferribacteres,Spe_in_Deferribacteres
526218,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis
2033032,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. CA23
1903058,Bacteria,Verrucomicrobia,Spartobacteria,Ord_of_Candidatus Xiphinematobacter,Fam_of_Candidatus Xiphinematobacter,Candidatus Xiphinematobacter,Candidatus Xiphinematobacter sp.
1504,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium septicum
1775,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium cookii
34989,Eukaryota,Chordata,Lepidosauria,Squamata,Fam_in_Colubroidea,Gen_in_Colubroidea,Spe_in_Colubroidea
1116391,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus
2737,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Spe_in_Vagococcus
526662,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium AD84-H10
2624397,Bacteria,Actinobacteria,Actinomycetia,Jiangellales,Jiangellaceae,Jiangella,Spe_in_unclassified Jiangella
1934945,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Fam_in_Immundisolibacterales,Gen_in_Immundisolibacterales,Spe_in_Immundisolibacterales
1385,Bacteria,Firmicutes,Bacilli,Bacillales,Fam_in_Bacillales,Gen_in_Bacillales,Spe_in_Bacillales
2903,Eukaryota,Haptophyta,Cla_Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
1050638,Bacteria,Cyanobacteria,Cla_of_Synechococcales,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-28
67780,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella ictaluri
34371,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Gen_in_Erysiphaceae,Spe_in_Erysiphaceae
1464,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus larvae
461876,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii
1738658,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfurirhabdus,Spe_in_Sulfurirhabdus
2558175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella sp. ATCC 35155
232080,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Spe_in_Fusarium solani species complex
2623549,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Spe_in_unclassified Sulfurimonas
690566,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium chlorophenolicum
35686,Eukaryota,Phy_of_Dictyochophyceae,Dictyochophyceae,Dictyochales,Fam_of_Dictyocha,Dictyocha,Spe_in_Dictyocha
2066491,Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Gen_in_Emcibacteraceae,Spe_in_Emcibacteraceae
1344955,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Gen_in_Rhizopodaceae,Spe_in_Rhizopodaceae
526222,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio salexigens
1935379,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter muris
35078,Eukaryota,Hemichordata,Enteropneusta,Ord_of_Ptychoderidae,Ptychoderidae,Gen_in_Ptychoderidae,Spe_in_Ptychoderidae
1730,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Spe_in_Eubacterium
985762,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus agnetis
2590022,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas lithotrophica
2624195,Eukaryota,Bacillariophyta,Fragilariophyceae,Tabellariales,Tabellariaceae,Tetracyclus,Spe_in_unclassified Tetracyclus
526227,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus
132412,Eukaryota,Cnidaria,Anthozoa,Actiniaria,Halcampoididae,Gen_in_Halcampoididae,Spe_in_Halcampoididae
2323,Bacteria,Phy_in_Bacteria incertae sedis,Cla_in_Bacteria incertae sedis,Ord_in_Bacteria incertae sedis,Fam_in_Bacteria incertae sedis,Gen_in_Bacteria incertae sedis,Spe_in_Bacteria incertae sedis
1851,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Spe_in_Saccharomonospora
99942,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_of_unclassified Gammaproteobacteria,Fam_of_unclassified Gammaproteobacteria,Gen_unclassified Gammaproteobacteria,gamma proteobacterium D4-14
2822,Eukaryota,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,Palmaria,Palmaria palmata
3049,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Polytomella,Spe_in_Polytomella
2590021,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas xiamenensis
2768,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Spe_in_Chondrus
2159,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Gen_in_Methanobacteriaceae,Spe_in_Methanobacteriaceae
1312369,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas agarivorans
1497,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium formicaceticum
2263,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Spe_in_Thermococcus
133727,Eukaryota,Echinodermata,Ophiuroidea,Amphilepidida,Ophiuridae,Gen_in_Ophiurinae,Spe_in_Ophiurinae
34397,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Gen_in_Clavicipitaceae,Spe_in_Clavicipitaceae
1478,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus simplex
1655,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces naeslundii
1449,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus
2852,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Spe_in_Cylindrotheca
1181571,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured bacterium contig00104
1379,Bacteria,Firmicutes,Bacilli,Bacillales,Fam_Bacillales Family XI. Incertae Sedis,Gemella,Gemella haemolysans
2099675,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Gen_unclassified Cyclobacteriaceae,Cyclobacteriaceae bacterium
1791,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium aurum
1542,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium novyi
2991,Eukaryota,Phy_of_Synurophyceae,Synurophyceae,Synurales,Mallomonadaceae,Synura,Spe_in_Synura
1649,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Spe_in_Kurthia
2836,Eukaryota,Bacillariophyta,Cla_in_Bacillariophyta,Ord_in_Bacillariophyta,Fam_in_Bacillariophyta,Gen_in_Bacillariophyta,Spe_in_Bacillariophyta
2878,Eukaryota,Phy_PX clade,Phaeophyceae,Ectocarpales,Ectocarpaceae,Gen_in_Ectocarpaceae,Spe_in_Ectocarpaceae
1314,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
2071,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Spe_in_Saccharothrix
1428,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
2769,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
1376,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinae
1903412,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Gen_in_Hafniaceae,Spe_in_Hafniaceae
166935,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas translucida
2206,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Gen_in_Methanosarcinaceae,Spe_in_Methanosarcinaceae
1214242,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces collinus
35424,Eukaryota,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Gen_in_Pedinomonadaceae,Spe_in_Pedinomonadaceae
67474,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Gen_in_Naviculaceae,Spe_in_Naviculaceae
1082933,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae
1930,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei
1423,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
1393,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis
1705617,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. oral taxon 323
1833,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
133453,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila
723592,Bacteria,Phy_of_environmental samples,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured nuHF2 cluster bacterium HF0770_19K18
2806,Eukaryota,Rhodophyta,Florideophyceae,Ord_in_Florideophyceae,Fam_in_Florideophyceae,Gen_in_Florideophyceae,Spe_in_Florideophyceae
526221,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium alfalfae
35841,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus thermoamylovorans
1789,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium xenopi
2802,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Fam_in_Ceramiales,Gen_in_Ceramiales,Spe_in_Ceramiales
3032,Eukaryota,Phy_of_Cryptophyceae,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Hanusia,Hanusia phi
427922,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,Spe_in_Desulfurivibrio
1610,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus coryniformis
2051,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii
1313115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Magnetovibrio,Spe_in_Magnetovibrio
296591,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666
723662,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Fam_in_Alcyoniina,Gen_in_Alcyoniina,Spe_in_Alcyoniina
34634,Eukaryota,Arthropoda,Arachnida,Mesostigmata,Fam_in_Mesostigmata,Gen_in_Mesostigmata,Spe_in_Mesostigmata
986106,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Spe_in_Acidiferrobacter
1903276,Archaea,Thaumarchaeota,Cla_of_Thaumarchaeota incertae sedis,Ord_of_Thaumarchaeota incertae sedis,Fam_Thaumarchaeota incertae sedis,Candidatus Nitrosotalea,Candidatus Nitrosotalea okcheonensis
2624378,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Spe_in_unclassified Corynebacterium
985008,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus
1738654,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,Gen_in_Woeseiaceae,Spe_in_Woeseiaceae
1082704,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea,Lonsdalea britannica
198346,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_Gammaproteobacteria incertae sedis,Fam_Candidatus Baumannia,Gen_in_Candidatus Baumannia,Spe_in_Candidatus Baumannia
526524,Bacteria,Firmicutes,Erysipelotrichia,Ord_in_Erysipelotrichia,Fam_in_Erysipelotrichia,Gen_in_Erysipelotrichia,Spe_in_Erysipelotrichia
35063,Eukaryota,Echinodermata,Echinoidea,Ord_in_Atelostomata,Fam_in_Atelostomata,Gen_in_Atelostomata,Spe_in_Atelostomata
35210,Eukaryota,Foraminifera,Cla_of_Rotaliida,Rotaliida,Rotaliidae,Rotaliella,Rotaliella elatiana
2624500,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Spe_in_unclassified Methylosinus
1608298,Bacteria,Proteobacteria,Gammaproteobacteria,Ord_Gammaproteobacteria incertae sedis,Fam_of_Thiolapillus,Thiolapillus,Spe_in_Thiolapillus
3009,Eukaryota,Phy_PX clade,Phaeophyceae,Fucales,Fam_in_Fucales,Gen_in_Fucales,Spe_in_Fucales
1335,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus
