taxID,superkingdom,phylum,class,order,family,genus,species
7745,Eukaryota,Chordata,Hyperoartia,Petromyzontiformes,Fam_in_Petromyzontiformes,Gen_in_Petromyzontiformes,Spe_in_Petromyzontiformes
235627,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Spe_in_unclassified Arthrobacter
71275,Eukaryota,Streptophyta,Magnoliopsida,Ord_in_rosids,Fam_in_rosids,Gen_in_rosids,Spe_in_rosids
1644131,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. 1_2014MBL_MicDiv
497678,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gen_in_Oxudercinae,Spe_in_Oxudercinae
433404,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,Spe_in_Anarrhichthys
334625,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Oppiella nova
2728023,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella herbarum
8064,Eukaryota,Chordata,Actinopteri,Batrachoidiformes,Fam_in_Batrachoidiformes,Gen_in_Batrachoidiformes,Spe_in_Batrachoidiformes
7396,Eukaryota,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,Glossina fuscipes
40465,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Gen_in_Sparassidaceae,Spe_in_Sparassidaceae
6821,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Fam_in_Amphipoda,Gen_in_Amphipoda,Spe_in_Amphipoda
72033,Eukaryota,Arthropoda,Hexanauplia,Siphonostomatoida,Fam_in_Siphonostomatoida,Gen_in_Siphonostomatoida,Spe_in_Siphonostomatoida
563835,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Gen_in_Chitinophagaceae,Spe_in_Chitinophagaceae
8825,Eukaryota,Chordata,Aves,Ord_in_Neognathae,Fam_in_Neognathae,Gen_in_Neognathae,Spe_in_Neognathae
8511,Eukaryota,Chordata,Lepidosauria,Squamata,Fam_in_Iguania,Gen_in_Iguania,Spe_in_Iguania
39687,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium austroafricanum
204476,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Labrys,Spe_in_Labrys
432330,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Spe_in_Tumebacillus
204428,Bacteria,Chlamydiae,Cla_in_Chlamydiae,Ord_in_Chlamydiae,Fam_in_Chlamydiae,Gen_in_Chlamydiae,Spe_in_Chlamydiae
7952,Eukaryota,Chordata,Actinopteri,Cypriniformes,Fam_in_Cypriniformes,Gen_in_Cypriniformes,Spe_in_Cypriniformes
5796,Eukaryota,Apicomplexa,Conoidasida,Ord_in_Coccidia,Fam_in_Coccidia,Gen_in_Coccidia,Spe_in_Coccidia
72105,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes umbrosus
2661612,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Spe_in_unclassified Pseudodesulfovibrio
6670,Eukaryota,Arthropoda,Ostracoda,Ord_in_Ostracoda,Fam_in_Ostracoda,Gen_in_Ostracoda,Spe_in_Ostracoda
499229,Bacteria,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter acetatoxydans
367771,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,Spe_in_Marinovum
74032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Antarctobacter,Spe_in_Antarctobacter
2170729,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter sp. wino2
6563,Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Gen_in_Ostreidae,Spe_in_Ostreidae
6939,Eukaryota,Arthropoda,Arachnida,Ixodida,Ixodidae,Gen_in_Ixodidae,Spe_in_Ixodidae
2204096,Eukaryota,Basidiomycota,Cla_in_Wallemiomycotina,Ord_in_Wallemiomycotina,Fam_in_Wallemiomycotina,Gen_in_Wallemiomycotina,Spe_in_Wallemiomycotina
38821,Eukaryota,Phy_of_Dictyochophyceae,Dictyochophyceae,Pedinellales,Fam_of_Pteridomonas,Pteridomonas,Spe_in_Pteridomonas
40323,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Spe_in_Stenotrophomonas
7600,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Gen_in_Asteriidae,Spe_in_Asteriidae
1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter piscinae
40237,Eukaryota,Chordata,Mammalia,Chiroptera,Phyllostomidae,Gen_in_Desmodontinae,Spe_in_Desmodontinae
1646340,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia pseudosacchari
40466,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,Spe_in_Sparassis
7962,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio
1743174,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter tropicus
8028,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Spe_in_Salmo
2629479,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Spe_in_unclassified Azoarcus
6073,Eukaryota,Cnidaria,Cla_in_Cnidaria,Ord_in_Cnidaria,Fam_in_Cnidaria,Gen_in_Cnidaria,Spe_in_Cnidaria
2005473,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Gen_in_Muribaculaceae,Spe_in_Muribaculaceae
2594883,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Radiobacillus,Radiobacillus deserti
5858,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium malariae
6816,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Fam_in_Euphausiacea,Gen_in_Euphausiacea,Spe_in_Euphausiacea
335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
41097,Eukaryota,Arthropoda,Insecta,Coleoptera,Cantharidae,Gen_in_Cantharidae,Spe_in_Cantharidae
41119,Eukaryota,Phy_Apusozoa,Cla_of_Apusomonadida,Apusomonadida,Apusomonadidae,Apusomonas,Spe_in_Apusomonas
38832,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Spe_in_Micromonas
5820,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Spe_in_Plasmodium
335928,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Gen_in_Xanthobacteraceae,Spe_in_Xanthobacteraceae
1909378,Eukaryota,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Gen_in_Bromelioideae,Spe_in_Bromelioideae
203692,Bacteria,Spirochaetes,Spirochaetia,Ord_in_Spirochaetia,Fam_in_Spirochaetia,Gen_in_Spirochaetia,Spe_in_Spirochaetia
1515612,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis fribergensis
106633,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Spe_in_Thioalkalivibrio
1055292,Bacteria,Cyanobacteria,Cla_of_Nostocales,Nostocales,Nostocaceae,Nostoc,Nostoc calcicola
2662261,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Raineyella,Raineyella fluvialis
1612157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,Spe_in_Pararhodospirillum
40040,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Gen_in_Nymphalinae,Spe_in_Nymphalinae
104268,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum
2760872,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,Gen_in_Tenuifilaceae,Spe_in_Tenuifilaceae
41294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Gen_in_Nitrobacteraceae,Spe_in_Nitrobacteraceae
1382466,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sediminis
7762,Eukaryota,Chordata,Myxini,Myxiniformes,Myxinidae,Gen_in_Myxinidae,Spe_in_Myxinidae
7777,Eukaryota,Chordata,Chondrichthyes,Ord_in_Chondrichthyes,Fam_in_Chondrichthyes,Gen_in_Chondrichthyes,Spe_in_Chondrichthyes
40754,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca,Thioploca ingrica
6125,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Fam_in_Scleractinia,Gen_in_Scleractinia,Spe_in_Scleractinia
2792393,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Aquipluma,Spe_in_Aquipluma
40111,Eukaryota,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Gen_in_Roccellaceae,Spe_in_Roccellaceae
2204151,Viruses,Phy_unclassified viruses,Cla_of_unclassified DNA viruses,Ord_unclassified DNA viruses,Fam_in_unclassified DNA viruses,Gen_in_unclassified DNA viruses,Spe_in_unclassified DNA viruses
1744881,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,Spe_in_Sulfuricaulis
1647175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Kiloniellaceae,Aestuariispira,Spe_in_Aestuariispira
6945,Eukaryota,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes scapularis
40092,Eukaryota,Arthropoda,Insecta,Lepidoptera,Fam_in_Hesperioidea,Gen_in_Hesperioidea,Spe_in_Hesperioidea
39948,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Spe_in_Dialister
6944,Eukaryota,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Spe_in_Ixodes
303379,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Spe_in_Herminiimonas
2692990,Viruses,Uroviricota,Caudoviricetes,Crassvirales,Fam_of_Marine virus AFVG_117M72,Gen_of_Marine virus AFVG_117M72,Marine virus AFVG_117M72
6525,Eukaryota,Mollusca,Gastropoda,Ord_Hygrophila,Planorbidae,Biomphalaria,Spe_in_Biomphalaria
204037,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Spe_in_Dickeya
7625,Eukaryota,Echinodermata,Echinoidea,Ord_in_Echinoidea,Fam_in_Echinoidea,Gen_in_Echinoidea,Spe_in_Echinoidea
1089451,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium odoratissimum
7778,Eukaryota,Chordata,Chondrichthyes,Ord_in_Elasmobranchii,Fam_in_Elasmobranchii,Gen_in_Elasmobranchii,Spe_in_Elasmobranchii
104437,Eukaryota,Arthropoda,Insecta,Lepidoptera,Fam_in_Copromorphoidea,Gen_in_Copromorphoidea,Spe_in_Copromorphoidea
236753,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Fastidiosipila,Fastidiosipila sanguinis
40269,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio salmonicida
6219,Eukaryota,Nemertea,Pilidiophora,Heteronemertea,Fam_in_Heteronemertea,Gen_in_Heteronemertea,Spe_in_Heteronemertea
8112,Eukaryota,Chordata,Actinopteri,Perciformes,Fam_in_Percoidei,Gen_in_Percoidei,Spe_in_Percoidei
7829,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Spe_in_Scyliorhinus
1415568,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. LV10R510-11A
2694508,Viruses,Uroviricota,Caudoviricetes,Ord_of_Podoviridae,Podoviridae,Gen_unclassified Podoviridae,Marine virus AFVG_25M347
2760873,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,Tenuifilum,Spe_in_Tenuifilum
563798,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Gen_in_Cyclobacteriaceae,Spe_in_Cyclobacteriaceae
2693386,Viruses,Phy_of_unclassified bacterial viruses,Cla_of_unclassified bacterial viruses,Ord_of_unclassified bacterial viruses,Fam_of_unclassified bacterial viruses,Gen_unclassified bacterial viruses,Marine virus AFVG_250M247
104514,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Spe_in_Melitaea
8457,Eukaryota,Chordata,Cla_in_Sauropsida,Ord_in_Sauropsida,Fam_in_Sauropsida,Gen_in_Sauropsida,Spe_in_Sauropsida
1219032,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas terrigena
1810868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus,Spe_in_Mycoavidus
41295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Gen_in_Rhodospirillaceae,Spe_in_Rhodospirillaceae
2039638,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Fam_in_Candidatus Nanopelagicales,Gen_in_Candidatus Nanopelagicales,Spe_in_Candidatus Nanopelagicales
6692,Eukaryota,Arthropoda,Malacostraca,Decapoda,Fam_in_Pleocyemata,Gen_in_Pleocyemata,Spe_in_Pleocyemata
72248,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias croceus
138174,Eukaryota,Chlorophyta,Chlorophyceae,Chlorosarcinales,Chlorosarcinaceae,Chlorosarcinopsis,Spe_in_Chlorosarcinopsis
1974213,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris sp. HL-130-GSB
333962,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia heimbachae
2267264,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. RKMC-009
6606,Eukaryota,Mollusca,Cephalopoda,Ord_in_Coleoidea,Fam_in_Coleoidea,Gen_in_Coleoidea,Spe_in_Coleoidea
6934,Eukaryota,Arthropoda,Arachnida,Ord_in_Parasitiformes,Fam_in_Parasitiformes,Gen_in_Parasitiformes,Spe_in_Parasitiformes
8206,Eukaryota,Chordata,Actinopteri,Perciformes,Nototheniidae,Gen_in_Nototheniidae,Spe_in_Nototheniidae
6314,Eukaryota,Nematoda,Chromadorea,Strongylida,Fam_in_Trichostrongyloidea,Gen_in_Trichostrongyloidea,Spe_in_Trichostrongyloidea
2267253,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,Thiomicrorhabdus indica
1874621,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Panacibacter,Spe_in_Panacibacter
204773,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenicoxydans
203124,Bacteria,Cyanobacteria,Cla_of_Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum
5819,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Fam_in_Haemosporida,Gen_in_Haemosporida,Spe_in_Haemosporida
1646377,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rouxiella,Rouxiella badensis
6447,Eukaryota,Mollusca,Cla_in_Mollusca,Ord_in_Mollusca,Fam_in_Mollusca,Gen_in_Mollusca,Spe_in_Mollusca
2006115,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter piscicola
41242,Eukaryota,Echinodermata,Asteroidea,Ord_in_Forcipulatacea,Fam_in_Forcipulatacea,Gen_in_Forcipulatacea,Spe_in_Forcipulatacea
6407,Eukaryota,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Gen_in_Glossiphoniidae,Spe_in_Glossiphoniidae
105389,Eukaryota,Annelida,Polychaeta,Ord_in_Sedentaria,Fam_in_Sedentaria,Gen_in_Sedentaria,Spe_in_Sedentaria
466154,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Fam_of_unclassified Planctomycetales,Gen_unclassified Planctomycetales,Spe_in_unclassified Planctomycetales
8254,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,Spe_in_Paralichthys
7139,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gen_in_Tortricidae,Spe_in_Tortricidae
2792240,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Thiospirochaeta,Spe_in_Thiospirochaeta
171953,Bacteria,Acidobacteria,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured Acidobacteria bacterium
1841640,Eukaryota,Phy_of_Chrysophyceae,Chrysophyceae,Ord_of_Segregatospumella,Fam_of_Segregatospumella,Segregatospumella,Spe_in_Segregatospumella
41142,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Gen_in_Scarabaeinae,Spe_in_Scarabaeinae
267891,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Gen_in_Moritellaceae,Spe_in_Moritellaceae
202946,Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx mantelli
6181,Eukaryota,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Spe_in_Schistosoma
2693872,Viruses,Phy_of_unclassified bacterial viruses,Cla_of_unclassified bacterial viruses,Ord_of_unclassified bacterial viruses,Fam_of_unclassified bacterial viruses,Gen_unclassified bacterial viruses,Marine virus AFVG_250M676
2202148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thermophilum
7157,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Gen_in_Culicidae,Spe_in_Culicidae
334624,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Oppiella,Spe_in_Oppiella
8160,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Spe_in_Seriola
136844,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Spe_in_Halopseudomonas pertucinogena group
73029,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Spe_in_Dechloromonas
7675,Eukaryota,Echinodermata,Echinoidea,Camarodonta,Fam_in_Echinidea,Gen_in_Echinidea,Spe_in_Echinidea
171585,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis io
6218,Eukaryota,Nemertea,Pilidiophora,Ord_in_Pilidiophora,Fam_in_Pilidiophora,Gen_in_Pilidiophora,Spe_in_Pilidiophora
499228,Bacteria,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Spe_in_Tepidanaerobacter
6833,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Fam_in_Calanoida,Gen_in_Calanoida,Spe_in_Calanoida
72045,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Gen_in_Syngnathidae,Spe_in_Syngnathidae
6681,Eukaryota,Arthropoda,Malacostraca,Ord_in_Malacostraca,Fam_in_Malacostraca,Gen_in_Malacostraca,Spe_in_Malacostraca
301297,Bacteria,Chloroflexi,Dehalococcoidia,Ord_in_Dehalococcoidia,Fam_in_Dehalococcoidia,Gen_in_Dehalococcoidia,Spe_in_Dehalococcoidia
39688,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium duvalii
72664,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,Eutrema salsugineum
367743,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermophilus
2661630,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Venatorbacter,Venatorbacter cucullus
6960,Eukaryota,Arthropoda,Cla_in_Hexapoda,Ord_in_Hexapoda,Fam_in_Hexapoda,Gen_in_Hexapoda,Spe_in_Hexapoda
39960,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis
2627481,Bacteria,Cyanobacteria,Cla_of_Synechococcales,Synechococcales,Prochlorococcaceae,Prochlorococcus,Spe_in_unclassified Prochlorococcus
204455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Fam_in_Rhodobacterales,Gen_in_Rhodobacterales,Spe_in_Rhodobacterales
6499,Eukaryota,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,Spe_in_Aplysia
236787,Eukaryota,Phy_of_Dictyochophyceae,Dictyochophyceae,Florenciellales,Fam_of_Florenciella,Florenciella,Florenciella parvula
137771,Eukaryota,Bacillariophyta,Cla_of_environmental samples,Ord_of_environmental samples,Fam_of_environmental samples,Gen_environmental samples,uncultured diatom
8820,Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Gen_in_Apterygidae,Spe_in_Apterygidae
73918,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Spe_in_Thermaerobacter
2692755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ponticoccus,Ponticoccus alexandrii
2759526,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas aliaeris
2202954,Viruses,Phy_unclassified viruses,Cla_of_Circular genetic element sp.,Ord_of_Circular genetic element sp.,Fam_of_Circular genetic element sp.,Gen_of_Circular genetic element sp.,Circular genetic element sp.
72000,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,Kocuria rhizophila
2629145,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,Spe_in_unclassified Caloramator
2628852,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Spe_in_unclassified Photobacterium
1285583,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei
104425,Eukaryota,Arthropoda,Insecta,Lepidoptera,Drepanidae,Gen_in_Drepanidae,Spe_in_Drepanidae
1644130,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp. 1_2014MBL_MicDiv
6656,Eukaryota,Arthropoda,Cla_in_Arthropoda,Ord_in_Arthropoda,Fam_in_Arthropoda,Gen_in_Arthropoda,Spe_in_Arthropoda
7400,Eukaryota,Arthropoda,Insecta,Hymenoptera,Fam_in_Apocrita,Gen_in_Apocrita,Spe_in_Apocrita
8083,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Xiphophorus,Xiphophorus maculatus
6373,Eukaryota,Annelida,Polychaeta,Terebellida,Fam_in_Terebellida,Gen_in_Terebellida,Spe_in_Terebellida
5932,Eukaryota,Ciliophora,Oligohymenophorea,Hymenostomatida,Fam_of_Ichthyophthirius,Ichthyophthirius,Ichthyophthirius multifiliis
73024,Eukaryota,Euglenozoa,Euglenida,Eutreptiales,Fam_of_Eutreptiella,Eutreptiella,Spe_in_Eutreptiella
106589,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Spe_in_Cupriavidus
6072,Eukaryota,Phy_in_Eumetazoa,Cla_in_Eumetazoa,Ord_in_Eumetazoa,Fam_in_Eumetazoa,Gen_in_Eumetazoa,Spe_in_Eumetazoa
39765,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio crunogenus
2628974,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Spe_in_unclassified Alishewanella
6083,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Spe_in_Hydra
433405,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus
5802,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,Eimeria tenella
2628296,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Spe_in_unclassified Pontibacillus
236781,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tineidae,Gen_in_Tineinae,Spe_in_Tineinae
72293,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Gen_in_Helicobacteraceae,Spe_in_Helicobacteraceae
7604,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens
2662056,Eukaryota,Phy_in_Retaria,Cla_in_Retaria,Ord_in_Retaria,Fam_in_Retaria,Gen_in_Retaria,Spe_in_Retaria
171436,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,Spe_in_Tistrella
303400,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
335406,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,Sphingosinicella microcystinivorans
136841,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Spe_in_Pseudomonas aeruginosa group
38833,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
40324,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
270656,Eukaryota,Chordata,Actinopteri,Atheriniformes,Phallostethidae,Gen_in_Phallostethidae,Spe_in_Phallostethidae
7041,Eukaryota,Arthropoda,Insecta,Coleoptera,Fam_in_Coleoptera,Gen_in_Coleoptera,Spe_in_Coleoptera
1514137,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata
6178,Eukaryota,Platyhelminthes,Trematoda,Ord_in_Trematoda,Fam_in_Trematoda,Gen_in_Trematoda,Spe_in_Trematoda
